																															Class	Blank	Blank	KO	KO	KO	KO	KO	WT	WT	WT	WT	WT
31925	10.667	710.59253	HexCer 36:1;2O|HexCer 18:1;2O/18:0	[M+H-H2O]+	ion correlated with 24930; ion correlated with 35684; ion correlated with 33277; adduct linked to 33006_[M+H]+	0.722	TRUE	10.25	710.5929	C42H81NO8	HexCer_NS	YMYQEDCYNANIPI-UHFFFAOYSA-N	O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.8	69.7	89.6	100	114.9	Cell_WT_2A	710.59253:1620343 711.59588:552598 712.59924:224053	79.05457:4469 81.06999:8446 82.0646:17831 83.08516:3255 85.0285:5867 93.06934:4718 95.08562:7702 96.08055:3545 97.1015:2839 109.10175:2630 121.10089:4200 135.11684:2712 202.07808:66904 203.08194:13405 252.26883:50028 264.26636:521956 266.28366:3347 282.27844:41880 284.29428:12410 384.14459:3193 440.21103:2920 444.33066:3868 496.27341:8345 497.27075:7289 518.51953:6887 530.52881:21255 532.54279:17268 548.53156:18116 552.33075:6670 553.32935:6855 608.40314:3334 609.39508:6123 665.46381:4392 710.60016:21988	4028	11446	1122701	635942	1177627	869932	897513	1289280	1508781	1620343	1085766	1104595
37188	12.792	784.66644	HexCer 40:1;2O|HexCer 18:1;2O/22:0	[M+H]+	adduct linked to 35695_[M+H-H2O]+; adduct linked to 39152_[M+Na]+	0.889	TRUE	12.4	784.66608	C46H89NO8	HexCer_NS	YIGARKIIFOHVPF-UHFFFAOYSA-N	O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCC	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.8	56.8	85.4	100	46.05	Cell_WT_2A	784.66602:1144424 785.66937:722818 786.67273:179483	76.37739:1781 81.06989:1757 82.06554:2321 93.07036:3104 95.08557:1998 114.24187:1914 135.50783:1849 160.60155:1668 190.82965:1585 202.07729:60113 203.08437:11376 252.26849:7154 264.27032:71719 282.27802:6711 307.29822:2015 340.35742:2063 392.32507:1985 586.59851:3819 590.88525:1800 604.60187:5559 766.64355:1975	144890	174775	535215	446571	1470412	638653	660583	542919	672257	1144424	695353	856943
39607	13.732	812.69623	HexCer 42:1;2O|HexCer 18:1;2O/24:0	[M+H]+	ion correlated with 26297; ion correlated with 41767; adduct linked to 41767_[M+Na]+; similar chromatogram in higher mz_59663; similar chromatogram in higher mz_62953	0.833	TRUE	13.05	812.69739	C48H93NO8	HexCer_NS	POQRWMRXUOPCLD-UHFFFAOYSA-N	O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.5	71.8	80.8	100	21.4	Cell_KO_3B	812.69623:461564 813.69958:291742 814.70294:89041	82.06473:2698 89.8377:1669 98.22175:2256 136.32199:1800 174.89488:1717 184.07538:1630 202.07816:5449 216.83604:1691 217.49677:1649 219.46983:1654 252.26872:3629 264.27023:33426 276.04739:1536 282.27829:4001 310.83331:1546 376.22595:1883 614.62921:2122 632.62878:2840	134283	163853	384475	381302	1179894	461564	467251	423671	496493	982071	485633	678439
39446	12.732	810.67981	HexCer 42:2;2O|HexCer 18:1;2O/24:1	[M+H]+	ion correlated with 41513; ion correlated with 39828; ion correlated with 39152; adduct linked to 43054_[M+Na]+; adduct linked to 41513_[M+Na]+	0.667	TRUE	12.55	810.6817	C48H91NO8	HexCer_NS	PPSREVDUNDPZIG-UHFFFAOYSA-N	O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCC=CCCCCCCCCCC	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	62.2	80.4	100	28.93	Cell_KO_2A	810.68018:1122033 811.68353:835925 812.68689:276865	81.11115:1605 82.06561:2402 85.02851:1631 89.17296:1745 101.69875:1638 103.22625:1840 160.72878:1600 184.07533:3994 192.80687:1756 202.07735:56054 203.08415:10361 252.26857:8444 264.27066:80108 282.27621:9416 289.04663:2050 296.04916:1778 471.07993:1786 612.60388:4098 630.62305:7645 783.82043:2013	64420	81844	440097	377053	1122033	591438	507571	524621	620719	1158295	804166	774451
30135	17.821	675.67627	IS: CE 18:1(d7)	[M+NH4]+	adduct linked to 29337_[M+H]+	0.889	TRUE	14.86	675.67786	C45H71D7O2	CE	RJECHNNFRHZQKU-LCUGTLGDNA-N	[C@]12(CC=C3C[C@@H](OC(=O)CCCCCCC/C=C\CCCCCC([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@]([H])([C@@](C)([H])CCCC(C)C)CC[C@@]21[H])[H]	430	FALSE	TRUE	TRUE		FALSE	TRUE	null	null	83.1	91.5	54.5	82.5	71.4	9532.28	Cell_QC_02	675.67627:170186576 676.67962:116026984 677.68298:29946004	79.05377:11184 81.06995:75588 83.08517:50389 85.10107:10995 91.05401:15121 93.06929:28114 95.08558:97798 97.1014:32760 105.06956:36114 107.08504:39412 109.10175:88647 111.1169:22553 119.08512:27667 121.10082:44992 123.11733:38067 125.13242:8160 131.08638:4415 133.10164:40890 135.11693:100440 137.13161:12959 145.10013:9803 147.11607:163380 149.13277:56484 151.14882:12460 159.11725:15460 161.1331:144144 163.14815:15976 165.16246:11467 173.13156:11333 175.14787:77920 177.1628:7729 179.17784:11948 187.1476:14157 189.16417:32097 191.18161:3665 193.1964:9942 201.16298:19071 202.07811:76534 203.08197:17363 203.17955:26421 205.19643:11227 207.21165:5404 215.17854:41214 217.19763:16795 219.21199:12964 221.22487:3746 229.19463:23737 231.21143:3892 233.22478:22284 235.23854:4056 241.19589:3917 243.2094:38393 245.22487:6630 247.24266:18617 257.22729:23266 259.2395:27428 261.25519:6298 273.25586:20658 285.25626:4108 287.27438:30093 299.27319:4685 313.28833:6043 369.3494:503634 370.3584:13679	153444768	163192096	138175536	139524944	150984704	152595616	104798024	105020208	143143568	157520352	132022440	161065904
14096	9.127	376.39563	IS: Cholesterol(d7)	[M+H]+	similar chromatogram in higher mz_27619; similar chromatogram in higher mz_56199; similar chromatogram in higher mz_58418; similar chromatogram in higher mz_58110; similar chromatogram in higher mz_75095; similar chromatogram in higher mz_24973; similar chromatogram in higher mz_48394; similar chromatogram in higher mz_74320; similar chromatogram in higher mz_22703; similar chromatogram in higher mz_69890; similar chromatogram in higher mz_51625	0.833	TRUE	9.4	376.39551	null	Others1	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	98.2	96.4	null	null	null	87.6	Cell_Blank_02	376.39554:2388019 377.39889:631242 378.40225:0	77.11507:1556 79.05375:2476 81.06956:9331 83.08519:1918 87.26744:1691 93.07045:4552 95.08547:9229 97.10153:1912 105.06969:3445 107.08653:3030 109.10164:10087 119.0853:2796 121.10094:4780 123.11732:2933 133.10176:5749 135.1163:7939 147.11766:19422 149.13274:5288 159.11696:2151 160.43083:1868 161.13278:14817 175.14781:4103 189.16377:2252 202.07721:61232 203.08482:13325 203.17911:2943 215.17842:5156 243.21371:1982 257.22708:2576 266.28897:2415 275.16873:1694 376.39117:27654	2687753	2388019	1196088	1356824	1376745	1504792	1555736	1428981	1064613	1197434	1461350	1358714
26358	11.943	605.58429	IS: DG 33:1|DG 15:0_18:1(d7)	[M+NH4]+	ion correlated with 26662; adduct linked to 24626_[M+H-H2O]+	0.889	TRUE	12.75	605.58441	null	DG	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	86.3	72.6	null	null	null	2239.1	Cell_QC_01	605.58441:35582656 606.58776:17529700 607.59112:3817406	79.05453:2404 81.06975:12186 83.08512:6717 85.10098:6686 93.07037:2421 95.08521:15640 97.10146:4511 100.64578:1747 103.71384:1814 109.1017:6982 121.10084:7259 123.11723:2645 135.11678:4048 162.45461:1688 202.07716:61354 203.08156:13167 225.22369:2137 272.29825:4359 293.5097:1683 299.25928:69285 346.3353:68463 570.54498:55301 605.54883:3427	29885188	37300184	28277464	29091724	32492634	27986546	28752790	30687688	31149408	31780988	29138834	28763298
22426	3.387	529.39838	IS: LPC 18:1(d7)	[M+H]+	adduct linked to 23612_[M+Na]+; adduct linked to 21577_[M+H-H2O]+	0.944	TRUE	3.4	529.39941	null	LPC	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.3	100	null	null	null	37354.96	Cell_KO_1A	529.39856:186353680 530.40191:58818368 531.40527:10289214	81.06998:25395 86.09634:1789665 98.9845:37192 104.10676:5960052 105.10978:38788 124.99972:731520 184.07237:8200863 185.07773:31730 202.0778:721667 203.08189:224362 258.10999:117999 264.61221:25922 346.33701:258569 452.31787:88108 511.39264:803292 529.40192:1987857	192016928	260247632	186353680	173084112	204870784	185121904	200983824	190666880	191215248	196194560	196121712	210962240
20313	3.497	487.35184	IS: LPE 18:1(d7)	[M+H]+	ion correlated with 20312; adduct linked to 19427_[M+H-H2O]+; adduct linked to 20562_[M+Na]+; similar chromatogram in higher mz_31192; similar chromatogram in higher mz_27262; similar chromatogram in higher mz_27712	0.889	TRUE	3.5	487.35239	null	LPE	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.9	100	null	null	null	1251.88	Cell_WT_4A	487.35208:10283870 488.35543:2714626 489.35879:429001	79.05377:1826 81.06999:5763 82.07635:2116 83.08612:2176 93.0694:4045 95.08569:5005 97.10156:3575 98.98453:4693 107.08523:2624 118.31386:2055 121.10097:7189 124.01591:2344 135.11693:5223 155.01006:9547 173.02223:3473 188.39481:2112 198.05336:3812 202.07739:56008 203.08444:14600 216.064:3302 241.8537:2061 251.0755:1763 272.29855:5627 315.34116:22586 346.33572:200594 426.30368:2051	9948909	12696990	9877000	9714383	10108329	9793537	10218581	9768197	9933415	10067926	10274764	10283870
34813	9.748	753.61328	IS: PC 33:1|PC 15:0_18:1(d7)	[M+H]+	adduct linked to 36336_[M+Na]+; similar chromatogram in higher mz_68435; found in higher mz's MsMs_67623; found in higher mz's MsMs_67692	0.944	TRUE	9.44	753.6134	C41H73D7NO8P	PC	ZEWLMKXMNQOCOQ-GCHPQBSENA-N	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])=O)COC(CCCCCCCCCCCCCC)=O	330	FALSE	TRUE	TRUE		FALSE	TRUE	null	null	69.4	99.9	29.5	51.8	33.3	308287.78	Cell_QC_05	753.61316:1108451 754.61651:660449 755.61987:145718	82.08968:1893 86.09584:10907 124.99969:7185 132.5303:1580 184.07462:82390 202.07721:52264 203.08455:11900 414.03375:1759 561.84741:1710 646.60773:2220 646.7854:1965 753.61395:1816	3448386048	4020964352	3479988480	3323492608	3585036544	3294578688	3392813824	3350286592	3538634752	3534752768	3360548096	3494075904
31962	10.057	711.5672	IS: PE 33:1|PE 15:0_18:1(d7)	[M+H]+	adduct linked to 33998_[M+CH3OH+H]+; adduct linked to 33333_[M+Na]+	0.889	TRUE	10.5	711.56641	null	PE	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	95.5	90.9	null	null	null	2351.95	Cell_WT_2A	711.56647:23103438 712.56982:12373156 713.57318:2595731	79.05367:5318 81.06982:30972 82.07625:3996 83.08538:15629 85.10128:13943 87.11002:2234 88.11701:3556 93.07001:10391 95.08558:38952 96.09179:3831 97.10029:8244 107.08509:5310 109.10147:16727 111.1167:5167 121.10069:13907 123.1172:7258 135.11649:12980 137.13168:3092 149.13258:3773 153.12627:2689 158.19328:2843 200.58975:2415 202.0778:64449 203.08148:15818 225.21964:11763 254.28604:5972 268.26605:6430 272.29785:17021 299.26013:8237 315.34045:16319 346.33661:6502 570.5473:399208 571.54633:2799 675.08624:2292 711.48743:3422	22176450	26469418	21289314	21212110	22192896	21316124	22069286	21570070	21904426	23103438	22983250	22589626
35185	8.788	759.58722	IS: PG 33:1|PG 15:0_18:1(d7)	[M+NH4]+	adduct linked to 33939_[M+H]+; similar chromatogram in higher mz_43433	0.889	TRUE	8.65	759.58765	C39H68D7O10P	PG	CAKDJPLPYOYWLK-AHOXJELVNA-N	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])=O)COC(CCCCCCCCCCCCCC)=O)(=O)O	330	FALSE	TRUE	TRUE		FALSE	TRUE	null	null	84.2	100	48	70.2	75	4035.86	Cell_WT_4A	759.5871:46580592 760.59045:25509570 761.59381:6178155	79.05375:2138 81.06965:9973 83.08609:6497 85.10104:3789 86.09624:10117 87.10035:3160 93.06937:2692 95.08521:10877 97.10153:2160 103.13821:1646 109.10178:5373 121.10093:4186 123.11732:3299 124.99976:7131 135.11688:3028 169.14915:1831 184.07175:61727 185.07722:25446 186.07883:17727 187.0825:2231 202.07729:63340 203.08144:14972 225.2198:2887 272.29846:4582 299.06192:2382 299.26065:3022 303.30304:1843 320.78156:1925 346.33694:4930 430.63632:1832 570.54553:155276 693.49872:1989 742.00446:1895	46511312	56574328	46182652	45617164	45888684	44310968	46149780	45384940	46053724	46838952	47071276	46580592
42811	8.497	847.60236	IS: PI 33:1|PI 15:0_18:1(d7)	[M+H]+	adduct linked to 41327_[M+H]+; adduct linked to 43199_[M+Na]+	0.889	TRUE	8.2	847.60168		PI			330	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	91.6	99.9	74.3	88	100	814.58	Cell_QC_01	847.60156:10289129 848.60491:6729019 849.60827:2241436	79.05464:2603 81.07009:9690 83.08524:4546 85.10109:4667 86.17313:1712 88.11715:1830 93.0705:3507 95.08537:12005 97.10159:2470 107.08526:2837 109.10184:4951 111.11406:1873 116.55423:1569 121.10101:2126 123.11575:1717 135.11696:2742 141.13828:1639 163.87581:1680 202.0775:68770 203.08447:16038 225.224:2987 225.789:1995 272.29861:5249 346.32941:2266 570.54614:128144	10492841	12013687	9090459	9783158	9001153	9103433	8967277	9554153	9088971	8838302	9091796	9052957
34923	8.659	755.55414	IS: PS 33:1|PS 15:0_18:1(d7)	[M+H]+	adduct linked to 36513_[M+Na]+	0.667	TRUE	8.3	755.55634	C39H67D7NO10P	PS	KVBAVKWITJZQEG-UDKXCJCZNA-N	C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])=O)COC(CCCCCCCCCCCCCC)=O)(=O)O	330	TRUE	TRUE	TRUE		FALSE	TRUE	null	null	67.6	99.9	62.7	67.7	16.7	435.82	Cell_QC_02	755.55414:9459057 756.55749:20983430 757.56085:8775097	79.05376:4401 81.07009:25698 82.07635:2335 83.08548:15654 85.10139:9433 86.09633:8641 87.1111:2711 88.03873:5659 88.11712:2150 89.12248:2173 93.06939:7519 95.08567:29086 96.09191:3421 97.10155:7426 107.08522:4645 109.10172:13990 110.10726:3086 111.11683:5458 121.1009:12728 123.11735:6910 124.99979:4073 125.13073:2149 135.11691:8321 137.13379:4187 155.011:3887 184.07248:56896 202.07799:69065 203.08165:16340 225.22078:10000 254.28636:4389 272.29861:13187 299.26013:11244 312.2525:4014 346.33759:8671 359.32422:13650 570.54797:285179	7301314	9211302	7480523	7179060	7919686	7290990	7394615	7972974	7782789	7888005	7834874	7654200
33693	9.167	738.64618	IS: SM 36:2|SM 18:1;2O/18:1(d9)	[M+H]+	adduct linked to 35275_[M+Na]+	0.944	TRUE	9.5	738.64697	null	SM	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	96.8	94.4	null	null	null	68078.15	Cell_Blank_01	738.64636:592038784 739.64971:327965568 740.65307:76556512	75.68515:21370 86.09634:1206036 98.98451:55526 104.10645:147584 124.99978:626246 166.32008:23677 184.07243:9656824 185.07471:40401 202.07817:560052 203.08217:109033 264.26639:42206	592038784	704495744	801270784	810485440	848943808	806304832	813432384	784339072	832035072	865693760	828985408	862713216
41236	17.22	829.79694	IS: TG 48:1(d7)	[M+NH4]+	adduct linked to 41774_[M+Na]+	1	TRUE	14.28	829.79852	C51H89D7O6	TG	YUNYDLOKHYJQAT-OTEPLKBXSA-N	C(OC(=O)CCCCCCCCCCCCCC)[C@](OC(CCCCCCC/C=C\CCCCCC([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])=O)COC(CCCCCCCCCCCCCC)=O	430	TRUE	TRUE	TRUE		FALSE	TRUE	null	null	79.1	91.6	76.1	79.6	50	103837.44	Cell_QC_02	829.79694:1503300096 830.80029:1292210048 831.80365:387527520	79.05455:79009 81.06993:520460 82.07637:33547 83.08534:252130 85.06434:23153 85.10111:243827 86.10402:16024 87.11112:18021 88.11713:28626 89.12351:10446 93.06944:99128 95.08555:669803 96.09202:47023 97.06483:19412 97.10181:137938 98.10622:23310 99.08036:15852 99.11234:14107 100.11716:16025 101.12392:15992 102.13231:17072 103.13951:18891 107.0852:70022 109.10169:320815 110.10728:21971 111.08031:14501 111.11742:99220 112.12043:13848 113.12754:12775 114.13218:15586 116.14597:11715 121.10091:175246 122.10699:16347 123.11727:160937 125.13245:33276 130.16174:16966 135.11688:153296 136.12358:15154 137.13205:79936 139.11345:11553 149.13321:55105 151.14888:32451 153.1265:18645 158.19351:19882 163.14796:17796 172.20834:13411 202.07803:209055 203.08243:45695 207.21169:27251 225.21985:216479 242.25153:12745 243.23203:16709 254.2865:74470 272.29834:217795 299.26041:89752 346.3371:27167 523.4729:1571862 524.48083:29750 569.53839:44154 570.54791:4348342 571.54718:14337 733.06128:9713	1415494144	1501764608	1315742336	1211490432	1278026624	1281132544	1208624384	1168034560	1255210880	1269597696	1240805888	1293542144
41774	17.221	834.75378	IS: TG 48:1(d7)	[M+Na]+	adduct linked to 39614_[M+H]+; adduct linked to 41236_[M+NH4]+; found in higher mz's MsMs_47065; found in higher mz's MsMs_49604; found in higher mz's MsMs_47930	0.889	TRUE	14.28	834.75391	C51H89D7O6	TG	YUNYDLOKHYJQAT-OTEPLKBXSA-N	C(OC(=O)CCCCCCCCCCCCCC)[C@](OC(CCCCCCC/C=C\CCCCCC([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])=O)COC(CCCCCCCCCCCCCC)=O	430	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95.6	91.5	82.6	91.1	100	4385.91	Cell_WT_1A	834.75366:62204308 835.75701:40750256 836.76037:12030693	79.05458:11599 81.06993:58048 82.07632:5598 83.08536:32083 85.10093:30222 93.06935:11602 95.08549:71965 96.09187:6256 97.10185:17699 107.08518:6177 109.10165:32514 111.11679:11257 121.10062:18896 123.1173:11750 135.11646:16979 137.13181:8565 149.13271:4558 202.07787:80292 203.08546:17826 225.21887:20771 254.28627:5552 272.2984:15670 523.47211:95475 545.44714:103330 546.45728:3878 570.54767:269173 592.52679:367823 834.74738:2452576	64183844	69035976	66365484	64761916	63654396	63898544	64642324	62204308	64601036	64790744	63485904	65195740
19367	1.976	468.30872	LPC 14:0/0:0	[M+H]+		0.778	TRUE	5.72	468.3085	C22H46NO7P	LPC	VXUOFDJKYGDUJI-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	86.6	31	92.3	100	18.3	Cell_KO_4A	468.30878:681671 469.31213:189867 470.31549:0	86.09628:5447 97.99544:1814 104.10629:22316 124.99973:2983 136.17688:1606 184.07146:30448 202.07726:67086 203.08463:18421 450.30377:4006 468.3063:6746	74492	113284	447761	397910	909221	486990	681671	531869	759136	984495	674397	822027
20050	2.484	482.32394	LPC 15:0/0:0	[M+H]+	adduct linked to 21200_[M+Na]+; similar chromatogram in higher mz_36073	0.889	TRUE	5.98	482.3241	C23H48NO7P	LPC	RJZVWDTYEWCUAR-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	88.2	57.3	91.7	100	278.8	Cell_KO_4A	482.32394:1865968 483.32729:545972 484.33065:94738	80.21288:2128 84.08587:1714 86.09591:16669 89.05984:3787 104.10638:63047 124.9997:5801 173.4381:1683 181.38914:1702 184.07463:78566 202.07808:7878 215.32996:1793 224.07191:1842 299.26056:2743 464.31757:5831 482.22101:4410 482.32269:17300	1183404	1697654	1323013	1369187	1662188	1502970	1865968	1446997	1554310	1677568	1552620	2095400
21884	3.12	518.32086	LPC 16:0	[M+Na]+	adduct linked to 20783_[M+H]+	0.889	TRUE	6.21	518.32172	C24H50NO7P	LPC	ASWBNKHCZGQVJV-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	90.8	86.3	96.6	100	449.03	Cell_QC_03	518.32092:3301638 519.32427:904850 520.32763:213895	74.99911:1635 86.09614:14877 91.20121:1628 100.32793:1793 104.1065:75524 108.40485:1770 132.06102:2020 146.98099:14429 160.42114:1675 202.0775:10887 203.08542:3208 313.27414:11902 344.93332:1649 439.879:1795 459.24249:89019 518.31885:17042	483891	747760	1255863	1177465	2466101	1718543	2711620	1466998	1854811	2527714	2017350	3440993
20783	3.122	496.33997	LPC 16:0/0:0	[M+H]+	adduct linked to 21884_[M+Na]+; similar chromatogram in higher mz_22698; adduct linked to 19851_[M+H-H2O]+	0.944	TRUE	6.21	496.33981	C24H50NO7P	LPC	ASWBNKHCZGQVJV-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	90.7	66.4	92.4	100	2736.75	Cell_WT_1A	496.33978:21631754 497.34313:6031528 498.34649:1063661	85.10105:3159 86.09628:122976 95.08567:2921 98.98451:2734 104.1067:437406 109.10179:2757 124.9996:53197 165.13695:1987 181.02617:2915 184.07227:566331 202.07768:14951 203.08534:2628 222.51405:2033 244.0033:2015 258.11053:12331 313.27481:23208 419.26053:5022 478.32895:57310 496.3396:128430	7096078	10726042	18200590	16813398	37146152	24926772	41057084	21631754	29225070	38792260	29546122	53247528
20672	2.215	494.32367	LPC 16:1/0:0	[M+H]+		0.722	TRUE	5.86	494.3241	C24H48NO7P	LPC	LFUDDCMNKWEORN-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	87.3	41.1	89.1	100	90.29	Cell_WT_4A	494.32367:1168542 495.32702:251138 496.33038:38350	86.09605:11403 96.98219:1981 104.10631:29277 124.99976:4623 184.07474:60154 202.07721:56670 203.08472:15834 257.06372:1715 352.32425:1788 476.31467:4538 494.32755:8796	69106	52037	574270	544068	965045	696383	1061037	771685	981240	1018443	825718	1168542
21517	3.864	510.3559	LPC 17:0/0:0	[M+H]+	similar chromatogram in higher mz_21879; similar chromatogram in higher mz_30856; similar chromatogram in higher mz_32432	0.889	TRUE	6.4	510.35541	C25H52NO7P	LPC	SRRQPVVYXBTRQK-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	93.6	50.6	92.7	100	205.24	Cell_QC_02	510.35583:2097256 511.35918:613093 512.36254:77925	82.48219:1556 86.09604:21514 104.1065:74327 124.99965:9997 184.07184:103937 196.11392:1826 202.07753:71336 203.08459:18945 327.29279:2974 382.64908:2146 492.34512:11920 510.3526:24974	176726	297612	828508	760969	1655252	1270226	2151228	974344	1281485	1537987	1080385	2756556
23330	4.507	546.35327	LPC 18:0	[M+Na]+	adduct linked to 22172_[M+H]+	0.889	TRUE	6.73	546.35303	C26H54NO7P	LPC	IHNKQIMGVNPMTC-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	95.1	83.3	97.1	100	715.09	Cell_WT_4A	546.35327:7605394 547.35662:3238173 548.35998:410793	85.10106:2182 86.09609:30026 86.12318:1941 92.03062:1811 104.10641:152283 146.98076:29789 193.40929:1883 202.07735:63969 203.08478:17422 210.18631:4124 211.18845:2408 341.30844:22381 443.25357:3054 487.27988:205612 546.34857:30502	728357	980129	2758811	2438606	4760588	3741396	5729494	3279904	4180404	4961215	3362697	7605394
22172	4.507	524.37024	LPC 18:0/0:0	[M+H]+	adduct linked to 23330_[M+Na]+; similar chromatogram in higher mz_26524; similar chromatogram in higher mz_32005; adduct linked to 21304_[M+H-H2O]+	0.944	TRUE	6.73	524.37109	C26H54NO7P	LPC	IHNKQIMGVNPMTC-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	95	68.4	92.2	100	9147.29	Cell_KO_1B	524.37152:27399768 525.37487:8433012 526.37823:1639995	86.09631:96983 95.08562:3614 104.10678:320640 124.99979:46053 184.07248:463013 202.07826:13490 203.08176:2766 258.11063:7631 341.30154:12153 447.29083:4501 506.36478:42680 524.36591:104233	8816469	12169225	29967622	27399768	57325136	41480200	61339152	33969196	46737708	58805012	37639080	82675304
23205	3.411	544.33722	LPC 18:1	[M+Na]+	adduct linked to 22079_[M+H]+; adduct linked to 24011_[M+CH3OH+H]+; similar chromatogram in higher mz_79058	0.722	TRUE	6.27	544.3374	C26H52NO7P	LPC	YAMUFBLWGFFICM-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	92	59.2	96.9	100	63.69	Cell_WT_4A	544.33722:841118 545.34057:169235 546.34393:668617	85.92307:1644 86.09637:6813 104.1064:26706 146.98131:5429 178.6411:2097 202.0775:53802 203.08488:16367 258.9292:1666 263.87509:1790 339.29025:4722 485.25897:37167 544.33264:5053	10646	45769	254237	263207	475241	369182	662395	336439	439090	507624	431881	841118
22078	3.613	522.35461	LPC 18:1/0:0	[M+H]+		0.722	TRUE	6.27	522.35541	C26H52NO7P	LPC	YAMUFBLWGFFICM-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	93.1	62.8	91.7	100	225.63	Cell_QC_03	522.35596:1001630 523.35931:296552 524.36267:34624	86.09589:14233 104.1064:45079 110.62354:1615 124.99943:8058 156.85027:1779 184.07155:64119 202.07748:9383 203.08528:1928 379.27509:1991 504.3421:8193 522.3526:12883	127322	171953	786937	771663	1489512	1144495	1811958	863057	1151637	1415783	1000221	2259050
