																															Class	Blank	Blank	KO	KO	KO	KO	KO	QC	QC	QC	QC	QC	QC	WT	WT	WT	WT	WT								
13914	12.771	868.69019	HexCer 42:2;2O|HexCer 18:1;2O/24:1	[M+CH3COO]-	adduct linked to 13242_[M+Cl]-	0.889	TRUE	12.55	868.68829	C48H91NO8	HexCer_NS	PPSREVDUNDPZIG-UHFFFAOYSA-N	O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCC=CCCCCCCCCCC	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	53.1	80.6	100	98.73	Cell_KO_2A	868.68939:1055764 869.69274:841822 870.6961:240558	85.02924:2725 89.02402:9304 101.02409:12743 106.34464:1693 106.47507:1677 113.02536:6147 119.03536:8777 135.817:1750 143.03461:2382 202.0788:57301 203.08673:19386 237.22211:2619 353.2283:1875 365.34048:2561 372.9248:1869 390.36896:11022 406.37122:2147 422.13504:1771 598.60327:2490 646.60803:34082 808.67981:15570	10329	17408	449111	382964	1055764	578968	538760	675916	679126	742960	737832	807292	868516	559004	616325	1137722	588259	787353	13868.4165	601113.5	751940.2188	737732.5625	5005.972815	265414.5259	74853.2498	240562.1203
7691	9.949	589.55469	IS: Cer C15 (d7)	[M+Hac-H]-	adduct linked to 6737_[M-H]-; similar chromatogram in higher mz_17301; similar chromatogram in higher mz_19119; similar chromatogram in higher mz_19016	0.444	FALSE	10	589.5542	null	Cer_NS	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.7	99.9	null	null	null	9499.17	Cell_QC_06	589.55469:1005479 590.55804:433365 591.5614:53980		226013	404198	21966	13302	0	0	9920	83613	144829	467538	672751	795245	1005479	0	14871	23485	0	0	315105.6563	9037.394922	528242.5924	7671.129688	125995.4683	9346.808519	365599.3566	10936.6883
7659	3.546	587.40656	IS: LPC 18:1(d7)	[M+CH3COO]-	adduct linked to 7255_[M+Cl]-	1	TRUE	3.35	587.40588	null	LPC	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	98.9	98.1	null	null	null	142562.7	Cell_KO_3B	587.40631:29438340 588.40966:10177078 589.41302:1828255	78.95903:95241 152.99637:38160 168.04446:43925 202.07933:128205 203.08414:40984 224.06909:202331 242.07985:48529 287.2851:15492 288.29315:2355487 513.36346:1007924	30035938	34801340	29328778	29941002	30427462	29438340	30259308	29769224	29699834	31113126	31811434	34291324	34554448	30084342	29630340	29480460	29390712	30885096	32418639	29878978	31873231.67	29894190	3369648.069	486367.7803	2133924.873	614884.5249
7658	3.266	587.40625	IS: LPC 18:1(d7)	[M-H]-	adduct linked to 7254_[M+Cl]-	1	TRUE	3.35	587.40588	null	LPC	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.8	99.6	null	null	null	1509.85	Cell_KO_1A	587.40613:1040289 588.40948:318014 589.41284:62546	90.81004:1871 202.07887:61623 203.08685:18878 218.28542:1566 242.08023:3960 288.29214:105771 363.4537:1940 513.37415:16595	1022781	1233528	1040289	954351	1091976	1041383	1108620	1071884	1080062	1070183	1105966	1190936	1224583	1002807	1057179	1044901	990752	1147523	1128154.625	1047323.888	1123935.542	1048632.313	149020.456	60166.03284	67030.64933	61879.80787
5922	3.656	485.3382	IS: LPE 18:1(d7)	[M-H]-	found in higher mz's MsMs_7322; similar chromatogram in higher mz_7366; similar chromatogram in higher mz_7912; similar chromatogram in higher mz_8681; similar chromatogram in higher mz_8788; similar chromatogram in higher mz_10316; similar chromatogram in higher mz_7584; similar chromatogram in higher mz_7614; similar chromatogram in higher mz_8331; similar chromatogram in higher mz_9500; similar chromatogram in higher mz_10439; found in higher mz's MsMs_8788; similar chromatogram in higher mz_7958	1	TRUE	3.45	485.3378	null	LPE	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	98.9	97.9	null	null	null	995.94	Cell_KO_1B	485.33801:7281394 486.34136:2013665 487.34472:310906	78.95901:34928 122.00191:3862 140.01115:26968 152.99634:6486 196.03905:86314 202.07919:62023 203.08405:17235 214.04631:15370 288.26932:35888 288.29282:857562 320.9599:2631 485.34283:136546	7541464	8369916	7195948	7281394	7305227	7370986	7471470	7544886	7476906	7769001	7827452	8358752	8587339	7464904	7271309	7328690	7420890	7632336	7955689.5	7325005.1	7927389	7423625.7	585804.0271	103096.0449	448536.7728	139179.994
4522	5.1	422.34967	IS: MG 18:1 (d7)	[M+Hac-H]-	adduct linked to 4044_[M+Cl]-	1	TRUE	5.14	422.3504	null	MG	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.9	99.9	null	null	null	280.08	Cell_QC_01	422.35013:2591593 423.35348:838531 424.35684:120258	75.57861:1673 98.53276:1788 111.26785:1804 111.98271:1757 119.58477:2063 174.99373:1760 202.07886:60390 203.08572:17903	2934400	3402493	2791808	2682504	2821577	2647935	2979461	2591593	2737369	2802904	2978920	3249171	3339505	2911227	2704943	2762678	2949033	2771706	3168446.375	2784656.75	2949910.375	2819917.5	330992.2649	130853.9798	295756.2523	104675.8702
4523	4.978	422.35019	IS: MG 18:1 (d7)	[M-H]-		1	FALSE	5.14	422.3504	null	MG	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.3	98.7	null	null	null	38.62	Cell_QC_06	422.35019:463537 423.35354:158072 424.3569:105704		358679	434794	388067	405623	395297	380223	360050	391497	380960	365088	377913	391392	463537	434174	383123	392899	419961	398932	396736.9219	385852.125	395064.6302	405817.8188	53821.45475	17193.34272	34946.77486	20817.50257
9115	9.144	666.50977	IS: PA 15:0-18:1 (d7)	[M-H]-		1	TRUE	9	666.5097	null	PA	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.5	99	null	null	null	356.94	Cell_KO_1B	666.5097:2691034 667.51305:1195928 668.51641:176132	78.95897:34467 86.71111:1798 96.97018:5204 113.78348:1657 152.99576:63403 161.25026:1853 202.07867:57266 203.0865:17929 241.21825:149140 288.29224:59936 356.42938:2371 377.21259:33206 395.21817:15156 424.28787:6369 442.10764:2011 442.29736:1880 446.49158:2186 666.51324:12799	2484658	2951950	2769206	2691034	2656426	2791704	2797836	2475549	2606122	2741012	2706113	3093207	2995394	2557748	2566631	2526942	2770925	2857528	2718304.25	2741241.25	2769566	2655954.5	330424.9884	63729.5915	233984.3296	148422.9826
12339	9.837	811.61945	IS: PC 15:0_18:1(d7)	[M+CH3COO]-	adduct linked to 11745_[M+Cl]-	1	TRUE	9.75	811.61987	null	PC	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.8	99.6	null	null	null	22902.11	Cell_WT_4A	811.62:168751808 812.62335:102976472 813.62671:27882710	78.95919:145988 152.99655:27435 168.04228:185305 202.05551:36731 202.07968:550303 203.0876:160388 224.06967:121286 241.21933:2052764 242.22069:34025 287.28448:157089 288.29333:6473630 448.28519:76444 466.29849:259542 495.36603:29525 513.36353:26729 737.58661:1610374	197832448	211476448	169430400	173673824	166104816	173437216	172234528	170978304	169671872	172566688	168235808	176168016	169608896	174319648	162659808	154354352	166887904	168751808	204654448	170976156.8	171204930.7	165394704	9647764.923	3203008.12	2837296.024	7458609.913
10041	10.122	709.55103	IS: PE 15:0_18:1(d7)	[M-H]-	found in higher mz's MsMs_14025; found in higher mz's MsMs_13380; found in higher mz's MsMs_11849; found in higher mz's MsMs_11251; similar chromatogram in higher mz_11762; similar chromatogram in higher mz_13475; similar chromatogram in higher mz_13873; similar chromatogram in higher mz_18489; found in higher mz's MsMs_11916; similar chromatogram in higher mz_15523; similar chromatogram in higher mz_20463; similar chromatogram in higher mz_18726	1	TRUE	10	709.55188	null	PE	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.5	99.3	null	null	null	1232.54	Cell_Blank_01	709.55157:15262991 710.55492:8128159 711.55828:2037832	78.95923:8394 103.27976:2306 140.01123:14395 196.03947:7765 202.07971:50727 203.08727:15960 241.21919:142398 245.0321:2436 287.29105:2356 288.29318:370896 307.51804:1921 420.24713:4181 438.26251:10558 485.34372:4085 657.72766:2095 709.55914:36480	15262991	17051624	15271707	14737256	14840881	14000885	14780520	14098938	14681567	15315310	15151077	16038655	17152284	15397927	15063800	14531936	14628867	14489753	16157307.5	14726249.8	15406305.17	14822456.6	1264754.523	458226.0232	1072957.059	394329.7021
10641	8.644	740.54547	IS: PG 15:0_18:1(d7)	[M-H]-	found in higher mz's MsMs_14773; found in higher mz's MsMs_12667; found in higher mz's MsMs_12015; found in higher mz's MsMs_20504; found in higher mz's MsMs_16784; found in higher mz's MsMs_14205	1	TRUE	8.6	740.54639	null	PG	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.7	99.9	null	null	null	6491.4	Cell_WT_4A	740.54584:88774864 741.54919:49725708 742.55255:12717972	78.95896:33500 96.97025:4312 152.99619:75761 171.00624:25377 202.07945:61600 203.08769:18296 209.02194:3155 227.03304:8678 241.21896:394893 253.21948:8657 279.23355:9908 287.28516:9745 288.29309:871650 377.20746:17993 424.27765:4989 451.25186:13550 469.2645:21731 498.33008:9939 516.33582:5570 740.55402:327134	87021176	102006240	85684688	83793408	87759472	85273344	85969816	84925240	84621992	88221192	87473280	90158632	96520864	90379680	84550864	85054592	87378656	88774864	94513708	85696145.6	88653533.33	87227731.2	10596040.37	1425790.497	4379352.178	2461672.776
12810	9.384	828.56647	IS: PI 15:0-18:1(d7)	[M+Hac-H]-		0.278	FALSE	9.3	828.5625	null	PI	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	86.3	99.7	null	null	null	20.77	Cell_QC_03	828.56647:576002 829.56982:191103 830.57318:0		9369	0	413215	352572	384303	417194	332549	605819	601802	576002	494473	404299	333690	322633	430870	594165	282684	373138	4684.385742	379966.6188	502680.7031	400698.0563	6624.721848	37111.54268	113263.189	121573.6871
10920	8.488	753.53973	IS: PS 15:0-18:1(d7)	[M-H]-		1	TRUE	8.45	753.54169	null	PS	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	99.7	99.9	null	null	null	276.13	Cell_KO_1B	753.54224:7117162 754.54559:3735953 755.54895:903936	78.95896:49013 96.97016:6735 152.99567:92717 154.19586:1980 202.07858:58605 203.08693:18153 236.73167:1893 241.21809:214804 288.29175:90869 377.21259:63663 395.21805:28237 424.28601:17636 442.29727:6509 666.5155:80383 753.54285:5980	6929128	8156481	7184828	7117162	7328824	6956262	7031086	7027825	7292740	7576372	7300938	8119496	8327085	7498887	7484050	7404409	6999960	7537702	7542804.25	7123632.3	7607409.333	7385001.7	867869.9828	143586.7159	511856.9136	220641.809
10921	9.179	753.54004	IS: PS 15:0-18:1(d7)	[M+Hac-H]-		0.056	FALSE	8.45	753.54169	null	PS	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	85.7	76.6	null	null	null	5.09	Cell_QC_01	753.54004:132056 754.54339:0 755.54675:0		7883	9805	60569	101788	106939	117540	47169	132056	86025	133589	106637	81132	51968	33288	123546	129255	47504	119178	8843.861572	86801.03594	98567.99349	90554.3375	1358.684619	30958.87529	31767.79976	46201.09728
11979	9.26	796.65155	IS: SM 36:2(d9)	[M-H]-		1	TRUE	9.2	796.65363	null	SM	null	null	annotated by user-defined text library	TRUE	TRUE	FALSE		FALSE	FALSE	null	null	98.1	99.8	null	null	null	5728.94	Cell_WT_4A	796.65228:46426656 797.65563:29825610 798.65899:8165440	78.95933:643131 96.97007:11057 118.04747:2286 122.98508:19618 168.04225:553815 202.0798:65460 203.0874:18637 218.72374:2260 327.27765:2341 449.31598:14227 450.94168:2336 651.53595:8812 670.04663:2203 722.62274:1789580 723.62817:8324 737.58899:7051 796.56854:3880	52620024	59039308	47045736	45718920	45840424	45919024	46606812	44886300	46666168	45616684	47354088	50116944	49143908	46826044	43626892	45782804	46878804	46426656	55829666	46226183.2	47297348.67	45908240	4539119.247	573807.0155	2019866.183	1348461.781
6899	2.596	540.32977	LPC 15:0	[M+CH3COO]-		1	TRUE	5.98	540.33069	C23H48NO7P	LPC	RJZVWDTYEWCUAR-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	89	39.9	88.2	100	548.04	Cell_WT_4A	540.32977:338266 541.33312:93388 542.33648:0	77.95836:1919 156.32524:1793 201.06961:1913 202.07895:50538 203.08696:14540 217.00215:3353 241.21869:25093 394.01569:1821 466.29605:11515	156979	259635	207287	207703	241531	255189	286548	257523	276692	265729	276831	291339	311246	232825	241291	251183	227391	338266	208306.9063	239651.5281	279893.5078	258191.3594	72588.42227	33587.23634	19155.75515	45658.63874
7104	3.267	554.34583	LPC 16:0	[M+CH3COO]-	adduct linked to 6742_[M+Cl]-	1	TRUE	6.21	554.34631	C24H50NO7P	LPC	ASWBNKHCZGQVJV-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	91.6	88.1	92.9	100	20103.36	Cell_WT_4A	554.34583:8445913 555.34918:2754215 556.35254:642031	78.95893:24681 92.43427:1974 152.99644:8319 168.04385:8957 202.07912:51859 203.08444:13445 224.06892:64171 242.08069:13305 255.23363:667206 480.31293:272169	476957	969711	3140996	2954303	6075196	4266746	6841446	5132188	5275091	5924614	6545878	7067438	7532500	3513544	4673606	6321172	4955273	8445913	723334.0156	4655737.45	6246284.917	5581901.4	348430.1147	1741609.985	970185.6521	1887117.488
7337	4.027	568.36121	LPC 17:0	[M+CH3COO]-		0.889	TRUE	6.4	568.362	C25H52NO7P	LPC	SRRQPVVYXBTRQK-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	94.4	52.9	92.6	100	2570.23	Cell_WT_4A	568.36121:453956 569.36456:156921 570.36792:52099	97.67435:1600 127.26294:1896 202.07906:55722 203.0867:15523 224.069:2403 263.66443:1667 269.24976:44645 494.33322:16915 548.60065:1624	16969	32587	172999	170295	279473	217052	418097	298669	302301	303416	280272	311969	327210	188698	251004	311737	226832	453956	24778.10156	251583.2594	303972.7188	286445.2531	11043.75944	103053.8899	15471.69712	103759.1281
7570	4.608	582.37689	LPC 18:0	[M+CH3COO]-	adduct linked to 7172_[M+Cl]-	1	TRUE	6.73	582.37762	C26H54NO7P	LPC	IHNKQIMGVNPMTC-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	95.5	85.4	92.9	100	16196.57	Cell_WT_1A	582.37695:6752405 583.3803:2682654 584.38366:462117	78.95931:14788 90.32899:1863 109.44503:1761 132.53773:2060 152.99643:4356 168.04198:7056 168.56615:1889 202.07951:48114 203.08359:15433 224.06908:30288 226.74176:2015 242.07896:9185 283.26566:347712 299.03674:2184 508.34479:151275	826917	1398660	6113664	5384057	10568224	7998517	12048197	8763897	9298953	10219197	10209804	11532409	12484922	6752405	8524992	11329921	7394128	15096952	1112788.375	8422531.7	10418197	9819679.7	404282.9988	2850106.737	1384576.821	3431403.527
7538	3.576	580.36194	LPC 18:1	[M+CH3COO]-	adduct linked to 7133_[M+Cl]-; similar chromatogram in higher mz_9277	1	TRUE	6.27	580.362	C26H52NO7P	LPC	YAMUFBLWGFFICM-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	92.9	71.5	92.9	100	2470.02	Cell_WT_4A	580.36194:1812244 581.36529:568697 582.36865:102557	75.73266:1742 78.95934:5094 90.83815:1698 91.32436:1577 152.99649:2279 168.04466:2364 173.61548:1985 202.07913:59954 203.08653:17932 224.06938:10886 242.08038:2133 281.24988:117703 334.97946:1665 366.98083:1718 506.32748:51968	108513	151879	643461	606050	1151760	1031690	1560571	1006514	1042786	1050344	1116665	1148811	1254612	723377	931880	1183189	1019275	1812244	130196.0352	998706.5625	1103288.667	1133993.038	30664.29876	393885.6098	90530.92051	413841.4191
7504	2.654	578.34686	LPC 18:2	[M+CH3COO]-	adduct linked to 7101_[M+Cl]-; similar chromatogram in higher mz_10054	1	TRUE	5.97	578.34631	C26H50NO7P	LPC	SPJFYYJXNPEZDW-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	89.4	82.3	92.9	100	24064.37	Cell_WT_4A	578.34686:3139069 579.35021:1042957 580.35357:230019	78.95931:8086 152.99641:4569 168.04198:6215 183.21362:1954 202.07954:56834 203.08379:15489 224.06874:22901 242.08028:6838 279.23474:261809 434.79102:1940 504.31149:104897 568.8396:1850	225490	282446	907864	940683	1676288	1496386	2482492	1791304	1728980	1742221	1800978	2010092	1981757	992797	1282938	1589663	2769023	3139069	253967.7188	1500742.563	1842555.479	1954697.925	40273.75286	644173.4885	122284.4664	945466.163
5173	3.371	452.27838	LPE 16:0	[M-H]-	similar chromatogram in higher mz_6803	0.889	TRUE	6.33	452.27829	C21H44NO7P	LPE	YVYMBNSKXOXSKW-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	91.5	54.1	94.8	100	1353.84	Cell_WT_4A	452.27853:471941 453.28188:108364 454.28524:17879	78.9593:2034 140.0117:2568 192.9594:4145 196.03935:6744 202.07904:53955 203.08734:15202 214.05119:1900 255.2328:61530 327.89645:1958 452.27744:7391	14787	43242	329791	270784	617201	311007	363067	410110	407581	508807	508822	564693	591590	319840	442324	610430	451728	471941	29014.90332	378369.9875	498600.7031	459252.825	20120.64474	137610.8722	76601.52115	103434.2522
5804	4.697	480.30841	LPE 18:0	[M-H]-	found in higher mz's MsMs_7235; similar chromatogram in higher mz_10442; similar chromatogram in higher mz_12375	1	TRUE	6.82	480.3096	C23H48NO7P	LPE	BBYWOYAFBUOUFP-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	95.5	85.9	95	100	6098.01	Cell_QC_04	480.30972:3388843 481.31307:966316 482.31643:137137	78.95896:19039 140.01147:11740 152.99635:3076 196.03893:42206 202.07932:57800 203.08708:16322 214.04796:9933 283.26547:409217 480.31281:60001	63063	126988	2745442	2108470	5700536	2642100	2728112	3215570	3139090	3426798	3388843	3746956	3924370	2661203	3241754	4225636	2717321	3132606	95025.46875	3184932.05	3473604.583	3195704.05	45202.13244	1430344.328	305210.6765	628769.5608
6644	2.361	524.27881	LPE 22:6	[M-H]-		0.889	TRUE	5.69	524.27832	C27H44NO7P	LPE	XEVRBOQZSXWGQO-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCC=CCC=CCC=CCC=CCC=CCC=CCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95.6	89.3	15.1	67.5	100	2502.77	Cell_WT_2A	524.27875:511453 525.2821:153204 526.28546:21199	75.09279:1555 96.66721:1605 192.78264:1731 202.07916:61738 203.08672:19484 213.10713:1755 214.0475:1879 283.24286:4510 327.23413:9758 354.97214:1730	0	6792	453812	400110	471123	272212	237856	343785	348767	414519	401292	472365	558872	395369	539990	511453	411820	280414	3396.238281	367022.5094	423266.6094	427808.9688	4803.006238	106227.4513	81518.67621	103215.8391
4819	3.899	436.28256	LPE O-16:1	[M-H]-		0.889	TRUE	6.43	436.28329	C21H44NO6P	EtherLPE	RRTPYUGIBQLEDN-UHFFFAOYSA-N	O=P(O)(OCCN)OCC(O)COCCCCCCCCC=CCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	93.7	44.5	80.4	100	31.64	Cell_KO_2A	436.28256:418494 437.28591:76853 438.28927:0	78.95932:6557 90.51993:1685 140.01175:3568 196.03943:6979 202.07909:45037 203.08768:14648 211.91722:2681 229.93056:3929 239.23926:6381 436.28339:31215	0	11035	165235	120698	418494	187465	190770	206363	196525	198817	226081	242496	241831	183305	201831	293635	172884	208102	5517.478516	216532.4469	218685.4661	211951.5781	7802.892947	116310.736	20952.60147	47792.20648
5469	5.037	464.31451	LPE O-18:1	[M-H]-	similar chromatogram in higher mz_7001; similar chromatogram in higher mz_8405	0.833	TRUE	6.95	464.31461	C23H48NO6P	EtherLPE	CDONWGCJDDHTLP-UHFFFAOYSA-N	O=P(O)(OCCN)OCC(O)COCCCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	96.3	61.2	92.7	100	7.44	Cell_KO_2A	464.31451:1078869 465.31786:286228 466.32122:61049	78.95931:36894 82.0825:1766 128.98805:1788 140.01196:22200 150.88116:1802 152.99646:3500 187.41931:1829 196.03662:29689 202.07997:50963 203.08508:16854 217.00214:3201 218.00706:3280 255.87617:1792 267.26819:19887 403.2627:5481 464.31183:100585	1199	1513	409558	314576	1078869	380336	386790	475127	458801	528727	492865	526414	551499	378461	437902	663868	359987	425629	1356.163696	514025.8875	505572.2188	453169.0938	222.2297125	317727.6194	35652.9576	122116.5483
10186	10.319	718.53711	LPE-N (FA)34:0|LPE-N (FA 18:0)16:0	[M-H]-	adduct linked to 11531_[M+Hac-H]-; similar chromatogram in higher mz_17546; similar chromatogram in higher mz_18686; found in higher mz's MsMs_11877; found in higher mz's MsMs_11531; found in higher mz's MsMs_11275; similar chromatogram in higher mz_11791; similar chromatogram in higher mz_11880; similar chromatogram in higher mz_13678; similar chromatogram in higher mz_12271; similar chromatogram in higher mz_11881; similar chromatogram in higher mz_15873	0.889	TRUE	10.34	718.53918	C39H78NO8P	LNAPE	FCMWIXDLNNYYPR-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCNC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	68	71.5	100	89.11	Cell_WT_3B	718.53815:922949 719.5415:561742 720.54486:0	78.95902:69081 152.99646:8234 168.04433:83184 202.07936:61819 203.08667:22056 224.06902:58752 227.20151:64913 242.08034:5600 255.23367:3397556 256.2352:8125 283.26627:25890 462.29919:34500 480.31323:99854 628.5285:5439 718.53693:222826	0	0	824384	732113	998351	657598	794510	849697	1055231	957368	1071200	971051	981621	949852	1047503	1285842	922949	973703	0	801391.2875	981028.1667	1035969.863	0	127323.5563	79428.58359	147170.3718
10731	10.426	744.55573	LPE-N (FA)36:1|LPE-N (FA 18:0)18:1	[M-H]-	adduct linked to 12174_[M+Hac-H]-; found in higher mz's MsMs_12528; found in higher mz's MsMs_12527; found in higher mz's MsMs_12174; found in higher mz's MsMs_11972; found in higher mz's MsMs_11920	0.889	TRUE	10.58	744.55487	C41H80NO8P	LNAPE	LIPZZWCCANYPKE-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCNC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCC=CCCCCCCCC	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	53.2	76	100	47.02	Cell_WT_1B	744.55487:1115355 745.55822:882540 746.56158:0	78.95899:64735 152.99634:4723 168.04437:74750 202.07939:46052 203.08742:16681 224.06926:53683 253.2191:62302 255.2338:1030417 281.25076:2037579 282.24969:4343 283.26572:27916 462.3013:22590 480.31366:76297 488.3085:10841 506.32965:17746 594.3891:3793 744.56244:178629	0	5627	1000689	746711	1028734	833395	830753	993577	1045014	896668	914791	1090347	919607	960469	1115355	1132056	923286	976442	2813.491699	888056.4375	976667.125	1021521.625	3978.878119	121167.639	79202.02436	95436.24744
13132	9.998	840.55261	LPE-N (FA)44:9|LPE-N (FA 22:3)22:6	[M-H]-		0.889	TRUE	9.86	840.55487	C49H80NO8P	LNAPE	SXHGEQPGIDWVJU-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OCCNC(=O)CCCCCCCCC=CCC=CCC=CCCCCC)CCC=CCC=CCC=CCC=CCC=CCC=CCC	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	21.7	78	100	58.54	Cell_KO_3B	840.55219:1177606 841.55554:874660 842.5589:232131	78.9591:8316 96.9702:1622 97.74969:1766 101.19527:1615 135.11871:1856 140.0117:7352 152.99638:4260 164.56696:1678 202.07867:62238 203.08633:22333 229.19569:1952 283.23663:12729 284.26974:6078 303.23279:3359 315.1326:2053 327.23352:31792 331.26468:2032 333.27731:41006 419.25592:1977 514.55176:1908 530.33057:5115 753.54315:3501 827.84509:2090 838.70032:1954 840.56927:4798	0	0	1249628	936634	988987	1177606	1075776	1461037	1493922	1496229	1464068	1487186	1642833	1824512	2317780	2034928	1642395	1177076	0	1085726.3	1507545.875	1799338.275	0	129413.8063	67947.30781	429173.3079
7398	2.25	571.28772	LPI 16:0	[M-H]-		0.889	TRUE	5.51	571.28888	C25H49O12P	LPI	UOXRPRZMAROFPH-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	89.8	36.8	98.4	100	25.96	Cell_QC_04	571.28955:304744 572.2929:101822 573.29626:0	78.95927:1779 88.61933:1682 96.19772:1628 128.93521:1840 147.22925:1642 152.99634:5590 202.07883:59808 203.08664:17618 217.00195:3230 241.01222:4420 255.23233:12064 315.05194:2467 348.84698:1940 430.75998:1759 473.16666:2135 571.2843:10162	0	0	208129	197575	369872	164586	211481	255229	260218	259864	304744	301099	333903	238644	335537	389167	199569	292914	0	230328.5219	285842.7891	291166.1406	0	80179.77243	32151.17397	75373.67213
7866	3.532	599.32031	LPI 18:0	[M-H]-		0.889	TRUE	6.19	599.32019	C27H53O12P	LPI	MXAFDFDAIFZFET-UHFFFAOYSA-N	O=C(OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	93	86.6	97.8	100	273.72	Cell_QC_06	599.32013:2727094 600.32348:879187 601.32684:156455	78.95936:18556 96.96907:4461 152.99651:59842 161.23804:1592 202.08002:57050 203.08453:15754 217.00206:3271 226.61064:2069 241.01285:49632 245.19783:1720 283.2663:119985 315.04645:25684 419.25739:9532 599.32477:159495	39360	99709	2000397	1673515	2846407	1574588	1884071	2148793	2189288	2213524	2379713	2669297	2727094	1987120	2721986	2744445	1673176	2350822	69534.66406	1995795.575	2387951.542	2295509.725	42673.12085	504312.6246	253507.2375	466070.7279
